Flop,Hand,Weight OOP,OOP Equity,OOP EV,OOP EQR
Kc Td Tc,5h4h,0.745,12.78,0.55595,7.91009
Kc Td Tc,6h6c,0.930,43.92,10.4389,43.2137
Kc Td Tc,6h6d,0.930,41.81,8.60616,37.427
Kc Td Tc,6h3h,0.709,12.88,0.59671,8.42287
Kc Td Tc,6h4h,0.789,12.99,0.58996,8.25534
Kc Td Tc,6h5h,0.740,13.09,0.5918,8.22266
Kc Td Tc,7h6c,0.123,17.89,1.18849,12.0801
Kc Td Tc,7h7c,0.826,46.15,13.0285,51.3314
Kc Td Tc,7h6d,0.123,14.91,0.75596,9.21934
Kc Td Tc,7h7d,0.826,44.05,11.0071,45.4309
Kc Td Tc,7h3h,0.057,13.38,0.62987,8.56149
Kc Td Tc,7h4h,0.792,13.49,0.61149,8.24455
Kc Td Tc,7h5h,0.736,13.58,0.61457,8.22619
Kc Td Tc,7h6h,0.672,14.95,0.75184,9.14454
Kc Td Tc,7h6s,0.123,14.87,0.75385,9.21728
Kc Td Tc,8h7c,0.283,19.95,1.36878,12.4729
Kc Td Tc,8h8c,0.763,48.75,15.3046,57.0801
Kc Td Tc,8h7d,0.283,16.96,0.90478,9.69895
Kc Td Tc,8h8d,0.763,46.61,13.2043,51.5082
Kc Td Tc,8h4h,0.075,14.34,0.69678,8.83305
Kc Td Tc,8h5h,0.744,14.36,0.68,8.60768
Kc Td Tc,8h6h,0.746,15.79,0.83003,9.55649
Kc Td Tc,8h7h,0.680,16.99,0.90693,9.70435
Kc Td Tc,8h7s,0.283,16.92,0.9077,9.75531
Kc Td Tc,9h8c,0.259,22.28,1.75927,14.3537
Kc Td Tc,9h9c,0.351,52.51,19.8394,68.6884
Kc Td Tc,9h8d,0.259,19.23,1.16861,11.0487
Kc Td Tc,9h9d,0.351,50.31,17.1694,62.0529
Kc Td Tc,9h5h,0.211,15.88,0.79294,9.07608
Kc Td Tc,9h6h,0.709,17.34,0.94369,9.89585
Kc Td Tc,9h7h,0.709,18.77,1.10103,10.6637
Kc Td Tc,9h8h,0.558,19.20,1.16013,10.9845
Kc Td Tc,9h8s,0.259,19.16,1.16116,11.0181
Kc Td Tc,Th8c,0.357,86.37,86.0458,181.132
Kc Td Tc,Th9c,0.809,87.60,89.5505,185.862
Kc Td Tc,Th8d,0.357,85.40,83.8505,178.529
Kc Td Tc,Th9d,0.809,86.51,87.2291,183.324
Kc Td Tc,Th2h,0.114,85.36,84.8866,180.817
Kc Td Tc,Th3h,0.161,85.26,84.4692,180.141
Kc Td Tc,Th4h,0.238,85.22,84.2981,179.856
Kc Td Tc,Th5h,0.262,85.13,84.123,179.671
Kc Td Tc,Th6h,0.622,85.13,83.5892,178.522
Kc Td Tc,Th7h,0.594,85.28,84.1538,179.422
Kc Td Tc,Th8h,0.483,85.34,83.5619,178.039
Kc Td Tc,Th9h,0.262,86.45,87.4789,183.972
Kc Td Tc,Th8s,0.357,85.36,83.6292,178.14
Kc Td Tc,Th9s,0.809,86.45,87.3893,183.784
Kc Td Tc,Jh8c,0.091,24.89,1.84818,13.5026
Kc Td Tc,Jh9c,0.827,34.25,6.13938,32.5906
Kc Td Tc,Jh8d,0.091,21.85,1.24286,10.3405
Kc Td Tc,Jh9d,0.827,31.41,3.25771,18.8584
Kc Td Tc,Jh2h,0.550,19.68,1.02142,9.4383
Kc Td Tc,Jh3h,0.530,19.60,0.99465,9.22812
Kc Td Tc,Jh4h,0.662,19.74,0.97935,9.02213
Kc Td Tc,Jh5h,0.792,19.78,0.96144,8.83555
Kc Td Tc,Jh6h,0.798,19.93,0.99581,9.08361
Kc Td Tc,Jh7h,0.620,21.40,1.16118,9.86554
Kc Td Tc,Jh8h,0.609,21.82,1.22446,10.2043
Kc Td Tc,Jh9h,0.441,31.32,3.06806,17.8105
Kc Td Tc,JhTh,0.419,88.32,92.0993,189.604
Kc Td Tc,Jh8s,0.091,21.78,1.22801,10.2535
Kc Td Tc,Jh9s,0.827,31.32,3.04383,17.6698
Kc Td Tc,JhTs,0.760,88.32,92.0302,189.462
Kc Td Tc,Qh9c,0.824,37.29,5.78563,28.2088
Kc Td Tc,QhJc,0.818,47.96,19.8603,75.2837
Kc Td Tc,Qh9d,0.824,34.49,3.00356,15.8356
Kc Td Tc,QhJd,0.818,45.31,16.3612,65.6602
Kc Td Tc,Qh2h,0.834,24.08,1.08436,8.186
Kc Td Tc,Qh3h,0.842,24.06,1.06396,8.04055
Kc Td Tc,Qh4h,0.813,24.16,1.05535,7.9429
Kc Td Tc,Qh5h,0.814,24.19,1.04139,7.82682
Kc Td Tc,Qh6h,0.781,24.38,1.075,8.01746
Kc Td Tc,Qh7h,0.835,24.72,1.07968,7.94075
Kc Td Tc,Qh8h,0.699,25.12,1.14426,8.28254
Kc Td Tc,Qh9h,0.495,34.39,2.81367,14.8766
Kc Td Tc,QhTh,0.461,88.73,94.9468,194.557
Kc Td Tc,QhJh,0.496,45.19,16.0931,64.7472
Kc Td Tc,Qh9s,0.824,34.39,2.80486,14.83
Kc Td Tc,QhTs,0.766,88.73,94.8886,194.438
Kc Td Tc,QhJs,0.818,45.19,16.0825,64.7049
Kc Td Tc,Kh7c,0.067,68.87,35.5799,93.9345
Kc Td Tc,Kh8c,0.405,69.42,36.0783,94.4978
Kc Td Tc,Kh9c,0.810,70.64,37.7738,97.2247
Kc Td Tc,KhJc,0.712,73.94,44.5454,109.543
Kc Td Tc,KhQc,0.486,75.42,48.7779,117.596
Kc Td Tc,Kh7d,0.067,66.97,32.0978,87.147
Kc Td Tc,Kh8d,0.405,67.44,32.7271,88.2277
Kc Td Tc,Kh9d,0.810,68.61,34.6188,91.7435
Kc Td Tc,KhJd,0.712,71.80,40.4985,102.554
Kc Td Tc,KhQd,0.486,73.02,43.7203,108.859
Kc Td Tc,Kh2h,0.802,66.96,32.2167,87.4738
Kc Td Tc,Kh3h,0.819,66.82,31.9055,86.817
Kc Td Tc,Kh4h,0.846,66.77,31.7943,86.5823
Kc Td Tc,Kh5h,0.802,66.67,31.6595,86.3441
Kc Td Tc,Kh6h,0.739,66.77,31.9077,86.8828
Kc Td Tc,Kh7h,0.762,66.95,32.1065,87.1888
Kc Td Tc,Kh8h,0.755,67.36,32.5664,87.902
Kc Td Tc,Kh9h,0.592,68.51,34.4576,91.452
Kc Td Tc,KhTh,0.547,98.43,178.012,328.807
Kc Td Tc,KhJh,0.535,71.68,40.252,102.1
Kc Td Tc,KhQh,0.215,72.89,43.4361,108.351
Kc Td Tc,Kh7s,0.067,66.99,32.1509,87.2595
Kc Td Tc,Kh8s,0.405,67.37,32.5827,87.9345
Kc Td Tc,Kh9s,0.810,68.51,34.4521,91.4373
Kc Td Tc,KhTs,0.674,98.43,177.956,328.704
Kc Td Tc,KhJs,0.712,71.68,40.2431,102.078
Kc Td Tc,KhQs,0.486,72.89,43.4149,108.298
Kc Td Tc,Ah3c,0.192,37.61,1.85784,8.98026
Kc Td Tc,Ah4c,0.517,37.87,1.87465,9.0002
Kc Td Tc,Ah5c,0.710,38.25,1.92951,9.17211
Kc Td Tc,Ah6c,0.551,38.80,2.09971,9.83998
Kc Td Tc,Ah7c,0.857,39.55,2.41357,11.0961
Kc Td Tc,Ah8c,0.886,40.81,3.48931,15.5452
Kc Td Tc,Ah9c,0.796,42.70,4.48216,19.083
Kc Td Tc,AhJc,0.315,53.51,18.9156,64.2781
Kc Td Tc,AhQc,0.434,55.15,21.3011,70.2211
Kc Td Tc,Ah3d,0.192,35.50,1.58727,8.1305
Kc Td Tc,Ah4d,0.517,35.64,1.58548,8.08824
Kc Td Tc,Ah5d,0.710,35.83,1.59471,8.09271
Kc Td Tc,Ah6d,0.551,36.23,1.63904,8.22584
Kc Td Tc,Ah7d,0.857,36.94,1.66246,8.1819
Kc Td Tc,Ah8d,0.886,38.13,1.7962,8.56592
Kc Td Tc,Ah9d,0.796,39.94,1.99726,9.09222
Kc Td Tc,AhJd,0.315,50.84,15.5163,55.4918
Kc Td Tc,AhQd,0.434,52.19,17.0001,59.2219
Kc Td Tc,Ah2h,0.698,35.37,1.57253,8.08342
Kc Td Tc,Ah3h,0.735,35.41,1.57758,8.09959
Kc Td Tc,Ah4h,0.638,35.55,1.57792,8.07011
Kc Td Tc,Ah5h,0.564,35.73,1.58473,8.06427
Kc Td Tc,Ah6h,0.686,36.19,1.63966,8.2383
Kc Td Tc,Ah7h,0.657,36.90,1.67109,8.23292
Kc Td Tc,Ah8h,0.722,38.03,1.80367,8.62281
Kc Td Tc,Ah9h,0.781,39.83,1.97393,9.01055
Kc Td Tc,AhTh,0.639,87.98,100.907,208.54
Kc Td Tc,AhJh,0.670,50.71,15.1788,54.42
Kc Td Tc,Ah3s,0.192,35.41,1.58008,8.11241
Kc Td Tc,Ah4s,0.517,35.55,1.57895,8.07534
Kc Td Tc,Ah5s,0.710,35.73,1.58295,8.05521
Kc Td Tc,Ah6s,0.551,36.19,1.64127,8.24642
Kc Td Tc,Ah7s,0.857,36.90,1.66797,8.2176
Kc Td Tc,Ah8s,0.886,38.03,1.80171,8.61345
Kc Td Tc,Ah9s,0.796,39.83,1.97369,9.00947
Kc Td Tc,AhTs,0.706,87.98,100.889,208.502
Kc Td Tc,AhJs,0.315,50.71,15.2007,54.4982
Kc Td Tc,AhQs,0.434,52.05,16.6735,58.2472
Kc Td Tc,2s2c,1.000,37.78,6.87942,33.1093
Kc Td Tc,2s2d,1.000,35.94,5.28559,26.7393
Kc Td Tc,2s2h,1.000,35.93,5.32193,26.9315
Kc Td Tc,3s3c,1.000,38.82,6.75896,31.6538
Kc Td Tc,3s3d,1.000,36.95,5.17346,25.4602
Kc Td Tc,3s3h,1.000,36.93,5.21723,25.6862
Kc Td Tc,3s2s,0.205,12.54,0.61452,8.91136
Kc Td Tc,4s4c,1.000,40.34,7.42629,33.4684
Kc Td Tc,4s4d,1.000,38.42,5.80661,27.482
Kc Td Tc,4s4h,1.000,38.39,5.82067,27.5651
Kc Td Tc,4s2s,0.477,12.67,0.59185,8.49561
Kc Td Tc,4s3s,0.841,12.55,0.56075,8.12136
Kc Td Tc,5s5c,0.991,41.94,8.58504,37.2175
Kc Td Tc,5s5d,0.991,39.90,6.87712,31.3402
Kc Td Tc,5s5h,0.991,39.87,6.90807,31.5048
Kc Td Tc,5s2s,0.706,12.75,0.57959,8.26371
Kc Td Tc,5s3s,0.834,12.64,0.55789,8.02502
Kc Td Tc,5s4s,0.745,12.78,0.55596,7.91011
Kc Td Tc,6s6c,0.930,43.92,10.4389,43.2138
Kc Td Tc,6s6d,0.930,41.81,8.60617,37.4271
Kc Td Tc,6s6h,0.930,41.84,8.75071,38.0222
Kc Td Tc,6s3s,0.709,12.88,0.59671,8.42287
Kc Td Tc,6s4s,0.789,12.99,0.58996,8.25535
Kc Td Tc,6s5s,0.740,13.09,0.5918,8.22267
Kc Td Tc,7s6c,0.123,17.89,1.18849,12.0801
Kc Td Tc,7s7c,0.826,46.15,13.0285,51.3314
Kc Td Tc,7s6d,0.123,14.91,0.75596,9.21933
Kc Td Tc,7s7d,0.826,44.05,11.0071,45.4309
Kc Td Tc,7s6h,0.123,14.87,0.75385,9.21728
Kc Td Tc,7s7h,0.826,44.09,11.0931,45.7435
Kc Td Tc,7s3s,0.057,13.38,0.62987,8.5615
Kc Td Tc,7s4s,0.792,13.49,0.61149,8.24455
Kc Td Tc,7s5s,0.736,13.58,0.61457,8.2262
Kc Td Tc,7s6s,0.672,14.95,0.75184,9.14454
Kc Td Tc,8s7c,0.283,19.95,1.36878,12.4729
Kc Td Tc,8s8c,0.763,48.75,15.3046,57.08
Kc Td Tc,8s7d,0.283,16.96,0.90478,9.69895
Kc Td Tc,8s8d,0.763,46.61,13.2043,51.5082
Kc Td Tc,8s7h,0.283,16.92,0.9077,9.75531
Kc Td Tc,8s8h,0.763,46.58,13.2324,51.6471
Kc Td Tc,8s4s,0.075,14.34,0.69678,8.83306
Kc Td Tc,8s5s,0.744,14.36,0.68,8.60768
Kc Td Tc,8s6s,0.746,15.79,0.83003,9.55649
Kc Td Tc,8s7s,0.680,16.99,0.90694,9.70435
Kc Td Tc,9s8c,0.259,22.28,1.75927,14.3537
Kc Td Tc,9s9c,0.351,52.51,19.8394,68.6884
Kc Td Tc,9s8d,0.259,19.23,1.16862,11.0487
Kc Td Tc,9s9d,0.351,50.31,17.1694,62.053
Kc Td Tc,9s8h,0.259,19.16,1.16116,11.0181
Kc Td Tc,9s9h,0.351,50.26,17.1819,62.1603
Kc Td Tc,9s5s,0.211,15.88,0.79294,9.07609
Kc Td Tc,9s6s,0.709,17.34,0.94369,9.89585
Kc Td Tc,9s7s,0.709,18.77,1.10103,10.6637
Kc Td Tc,9s8s,0.558,19.20,1.16013,10.9845
Kc Td Tc,Ts8c,0.357,86.37,86.046,181.132
Kc Td Tc,Ts9c,0.809,87.60,89.5507,185.862
Kc Td Tc,Ts8d,0.357,85.40,83.8504,178.528
Kc Td Tc,Ts9d,0.809,86.51,87.229,183.324
Kc Td Tc,Ts8h,0.357,85.36,83.6291,178.139
Kc Td Tc,Ts9h,0.809,86.45,87.389,183.783
Kc Td Tc,Ts2s,0.114,85.36,84.8866,180.817
Kc Td Tc,Ts3s,0.161,85.26,84.4693,180.142
Kc Td Tc,Ts4s,0.238,85.22,84.2982,179.856
Kc Td Tc,Ts5s,0.262,85.13,84.1231,179.671
Kc Td Tc,Ts6s,0.622,85.13,83.5891,178.521
Kc Td Tc,Ts7s,0.594,85.28,84.1537,179.422
Kc Td Tc,Ts8s,0.483,85.34,83.5619,178.039
Kc Td Tc,Ts9s,0.262,86.45,87.4787,183.971
Kc Td Tc,Js8c,0.091,24.89,1.84818,13.5026
Kc Td Tc,Js9c,0.827,34.25,6.13936,32.5905
Kc Td Tc,Js8d,0.091,21.85,1.24286,10.3406
Kc Td Tc,Js9d,0.827,31.41,3.2577,18.8583
Kc Td Tc,Js8h,0.091,21.78,1.22801,10.2536
Kc Td Tc,Js9h,0.827,31.32,3.04385,17.67
Kc Td Tc,JsTh,0.760,88.32,92.0302,189.462
Kc Td Tc,Js2s,0.550,19.68,1.02142,9.43829
Kc Td Tc,Js3s,0.530,19.60,0.99465,9.22812
Kc Td Tc,Js4s,0.662,19.74,0.97935,9.02213
Kc Td Tc,Js5s,0.792,19.78,0.96144,8.83555
Kc Td Tc,Js6s,0.798,19.93,0.99581,9.08361
Kc Td Tc,Js7s,0.620,21.40,1.16118,9.86554
Kc Td Tc,Js8s,0.609,21.82,1.22446,10.2043
Kc Td Tc,Js9s,0.441,31.32,3.06803,17.8103
Kc Td Tc,JsTs,0.419,88.32,92.0993,189.604
Kc Td Tc,Qs9c,0.824,37.29,5.78559,28.2086
Kc Td Tc,QsJc,0.818,47.96,19.8602,75.2833
Kc Td Tc,Qs9d,0.824,34.49,3.00356,15.8356
Kc Td Tc,QsJd,0.818,45.31,16.3612,65.6601
Kc Td Tc,Qs9h,0.824,34.39,2.80486,14.83
Kc Td Tc,QsTh,0.766,88.73,94.8886,194.438
Kc Td Tc,QsJh,0.818,45.19,16.0825,64.7048
Kc Td Tc,Qs2s,0.834,24.08,1.08436,8.186
Kc Td Tc,Qs3s,0.842,24.06,1.06396,8.04055
Kc Td Tc,Qs4s,0.813,24.16,1.05535,7.9429
Kc Td Tc,Qs5s,0.814,24.19,1.04139,7.82682
Kc Td Tc,Qs6s,0.781,24.38,1.075,8.01745
Kc Td Tc,Qs7s,0.835,24.72,1.07968,7.94075
Kc Td Tc,Qs8s,0.699,25.12,1.14426,8.28254
Kc Td Tc,Qs9s,0.495,34.39,2.81366,14.8765
Kc Td Tc,QsTs,0.461,88.73,94.9467,194.557
Kc Td Tc,QsJs,0.496,45.19,16.093,64.7469
Kc Td Tc,Ks7c,0.067,68.87,35.5799,93.9345
Kc Td Tc,Ks8c,0.405,69.42,36.0783,94.4978
Kc Td Tc,Ks9c,0.810,70.64,37.7738,97.2247
Kc Td Tc,KsJc,0.712,73.94,44.5454,109.543
Kc Td Tc,KsQc,0.486,75.42,48.7778,117.596
Kc Td Tc,Ks7d,0.067,66.97,32.0978,87.147
Kc Td Tc,Ks8d,0.405,67.44,32.7271,88.2277
Kc Td Tc,Ks9d,0.810,68.61,34.6188,91.7435
Kc Td Tc,KsJd,0.712,71.80,40.4985,102.554
Kc Td Tc,KsQd,0.486,73.02,43.7203,108.859
Kc Td Tc,Ks7h,0.067,66.99,32.151,87.2595
Kc Td Tc,Ks8h,0.405,67.37,32.5827,87.9346
Kc Td Tc,Ks9h,0.810,68.51,34.4522,91.4375
Kc Td Tc,KsTh,0.674,98.43,177.956,328.703
Kc Td Tc,KsJh,0.712,71.68,40.2431,102.077
Kc Td Tc,KsQh,0.486,72.89,43.415,108.298
Kc Td Tc,Ks2s,0.802,66.96,32.2167,87.4738
Kc Td Tc,Ks3s,0.819,66.82,31.9055,86.817
Kc Td Tc,Ks4s,0.846,66.77,31.7943,86.5823
Kc Td Tc,Ks5s,0.802,66.67,31.6595,86.3441
Kc Td Tc,Ks6s,0.739,66.77,31.9077,86.8829
Kc Td Tc,Ks7s,0.762,66.95,32.1065,87.1887
Kc Td Tc,Ks8s,0.755,67.36,32.5664,87.902
Kc Td Tc,Ks9s,0.592,68.51,34.4576,91.452
Kc Td Tc,KsTs,0.547,98.43,178.011,328.807
Kc Td Tc,KsJs,0.535,71.68,40.2521,102.1
Kc Td Tc,KsQs,0.215,72.89,43.436,108.351
Kc Td Tc,As3c,0.192,37.61,1.85784,8.98026
Kc Td Tc,As4c,0.517,37.87,1.87465,9.00019
Kc Td Tc,As5c,0.710,38.25,1.92951,9.17211
Kc Td Tc,As6c,0.551,38.80,2.0997,9.83995
Kc Td Tc,As7c,0.857,39.55,2.41357,11.0961
Kc Td Tc,As8c,0.886,40.81,3.48931,15.5452
Kc Td Tc,As9c,0.796,42.70,4.48216,19.083
Kc Td Tc,AsJc,0.315,53.51,18.9156,64.278
Kc Td Tc,AsQc,0.434,55.15,21.3011,70.2211
Kc Td Tc,As3d,0.192,35.50,1.58727,8.1305
Kc Td Tc,As4d,0.517,35.64,1.58548,8.08824
Kc Td Tc,As5d,0.710,35.83,1.59471,8.09271
Kc Td Tc,As6d,0.551,36.23,1.63903,8.22583
Kc Td Tc,As7d,0.857,36.94,1.66246,8.1819
Kc Td Tc,As8d,0.886,38.13,1.7962,8.56591
Kc Td Tc,As9d,0.796,39.94,1.99725,9.0922
Kc Td Tc,AsJd,0.315,50.84,15.5163,55.4918
Kc Td Tc,AsQd,0.434,52.19,17.0001,59.2218
Kc Td Tc,As3h,0.192,35.41,1.58008,8.11242
Kc Td Tc,As4h,0.517,35.55,1.57895,8.07534
Kc Td Tc,As5h,0.710,35.73,1.58295,8.05521
Kc Td Tc,As6h,0.551,36.19,1.64128,8.24642
Kc Td Tc,As7h,0.857,36.90,1.66797,8.21759
Kc Td Tc,As8h,0.886,38.03,1.80171,8.61344
Kc Td Tc,As9h,0.796,39.83,1.97369,9.00946
Kc Td Tc,AsTh,0.706,87.98,100.887,208.497
Kc Td Tc,AsJh,0.315,50.71,15.2007,54.4983
Kc Td Tc,AsQh,0.434,52.05,16.6735,58.2472
Kc Td Tc,As2s,0.698,35.37,1.57253,8.08343
Kc Td Tc,As3s,0.735,35.41,1.57759,8.0996
Kc Td Tc,As4s,0.638,35.55,1.57792,8.07011
Kc Td Tc,As5s,0.564,35.73,1.58473,8.06428
Kc Td Tc,As6s,0.686,36.19,1.63966,8.2383
Kc Td Tc,As7s,0.657,36.90,1.67108,8.23292
Kc Td Tc,As8s,0.722,38.03,1.80367,8.62281
Kc Td Tc,As9s,0.781,39.83,1.97392,9.01054
Kc Td Tc,AsTs,0.639,87.98,100.908,208.542
Kc Td Tc,AsJs,0.670,50.71,15.1788,54.4199
Kd 6s 6h,3c2c,0.205,16.63,1.77109,19.3677
Kd 6s 6h,4c2c,0.477,16.76,1.73666,18.8403
Kd 6s 6h,4c3c,0.841,18.11,2.04905,20.5689
Kd 6s 6h,5c2c,0.706,16.91,1.73021,18.6038
Kd 6s 6h,5c3c,0.834,18.30,2.10763,20.9355
Kd 6s 6h,5c4c,0.745,19.83,2.46477,22.6042
Kd 6s 6h,6c3c,0.709,93.17,123.81,241.617
Kd 6s 6h,6c4c,0.789,93.17,124.176,242.338
Kd 6s 6h,6c5c,0.740,93.18,124.63,243.181
Kd 6s 6h,7c3c,0.057,17.50,1.85373,19.2592
Kd 6s 6h,7c4c,0.792,19.06,2.15419,20.5502
Kd 6s 6h,7c5c,0.736,20.63,2.80599,24.7258
Kd 6s 6h,7c6c,0.672,93.28,124.503,242.682
Kd 6s 6h,7c6d,0.123,93.19,123.441,240.83
Kd 6s 6h,8c4c,0.075,17.85,1.80203,18.3597
Kd 6s 6h,8c5c,0.744,19.37,2.09877,19.7015
Kd 6s 6h,8c6c,0.746,93.23,124.223,242.253
Kd 6s 6h,8c7c,0.680,21.45,2.65639,22.5215
Kd 6s 6h,8c7d,0.283,21.42,2.72245,23.1127
Kd 6s 6h,8c7h,0.283,21.42,2.54784,21.6244
Kd 6s 6h,8c7s,0.283,21.42,2.54783,21.6244
Kd 6s 6h,9c5c,0.211,18.29,1.60588,15.966
Kd 6s 6h,9c6c,0.709,93.40,125.387,244.09
Kd 6s 6h,9c7c,0.709,20.45,2.10918,18.7481
Kd 6s 6h,9c8c,0.558,20.59,2.07461,18.3169
Kd 6s 6h,9c8d,0.259,20.61,2.14686,18.936
Kd 6s 6h,9c8h,0.259,20.59,2.11093,18.6389
Kd 6s 6h,9c8s,0.259,20.59,2.11093,18.6389
Kd 6s 6h,Tc2c,0.114,18.51,1.46084,14.35
Kd 6s 6h,Tc3c,0.161,18.43,1.43201,14.1247
Kd 6s 6h,Tc4c,0.238,18.55,1.40156,13.7339
Kd 6s 6h,Tc5c,0.262,18.70,1.41195,13.7249
Kd 6s 6h,Tc6c,0.622,93.62,127.325,247.286
Kd 6s 6h,Tc7c,0.594,20.80,1.81351,15.8542
Kd 6s 6h,Tc8c,0.483,20.99,1.78055,15.4248
Kd 6s 6h,Tc9c,0.262,22.57,1.81703,14.6343
Kd 6s 6h,Tc8d,0.357,21.04,1.83827,15.8891
Kd 6s 6h,Tc9d,0.809,22.65,1.87354,15.0406
Kd 6s 6h,Tc8h,0.357,21.01,1.81512,15.7079
Kd 6s 6h,Tc9h,0.809,22.62,1.83543,14.7544
Kd 6s 6h,Tc8s,0.357,21.01,1.81512,15.7079
Kd 6s 6h,Tc9s,0.809,22.62,1.83543,14.7544
Kd 6s 6h,Jc2c,0.550,22.33,1.4899,12.1338
Kd 6s 6h,Jc3c,0.530,22.28,1.47052,12.0014
Kd 6s 6h,Jc4c,0.662,22.43,1.45627,11.8047
Kd 6s 6h,Jc5c,0.792,22.61,1.46911,11.8131
Kd 6s 6h,Jc6c,0.798,93.63,127.72,248.019
Kd 6s 6h,Jc7c,0.620,23.29,1.58319,12.3572
Kd 6s 6h,Jc8c,0.609,23.49,1.59769,12.3682
Kd 6s 6h,Jc9c,0.441,25.05,1.56611,11.3689
Kd 6s 6h,JcTc,0.419,27.15,2.01965,13.5238
Kd 6s 6h,Jc8d,0.091,23.52,1.65276,12.7779
Kd 6s 6h,Jc9d,0.827,25.13,1.61764,11.7055
Kd 6s 6h,JcTd,0.760,27.23,2.04934,13.6814
Kd 6s 6h,Jc8h,0.091,23.49,1.6364,12.6688
Kd 6s 6h,Jc9h,0.827,25.09,1.59034,11.5256
Kd 6s 6h,JcTh,0.760,27.19,1.99854,13.3646
Kd 6s 6h,Jc8s,0.091,23.49,1.6364,12.6688
Kd 6s 6h,Jc9s,0.827,25.09,1.59034,11.5255
Kd 6s 6h,JcTs,0.760,27.19,1.99854,13.3646
Kd 6s 6h,Qc2c,0.834,28.32,1.68385,10.8108
Kd 6s 6h,Qc3c,0.842,28.33,1.67685,10.761
Kd 6s 6h,Qc4c,0.813,28.45,1.66613,10.6467
Kd 6s 6h,Qc5c,0.814,28.64,1.67883,10.6596
Kd 6s 6h,Qc6c,0.781,93.75,129.944,251.999
Kd 6s 6h,Qc7c,0.835,29.28,1.77645,11.0328
Kd 6s 6h,Qc8c,0.699,29.52,1.80713,11.1295
Kd 6s 6h,Qc9c,0.495,31.12,1.82756,10.6775
Kd 6s 6h,QcTc,0.461,33.20,2.38468,13.0586
Kd 6s 6h,QcJc,0.496,34.62,2.69302,14.1434
Kd 6s 6h,Qc9d,0.824,31.21,1.87664,10.9329
Kd 6s 6h,QcTd,0.766,33.29,2.39139,13.0599
Kd 6s 6h,QcJd,0.818,34.72,2.72352,14.2612
Kd 6s 6h,Qc9h,0.824,31.16,1.84705,10.7781
Kd 6s 6h,QcTh,0.766,33.23,2.3327,12.762
Kd 6s 6h,QcJh,0.818,34.66,2.57881,13.5278
Kd 6s 6h,Qc9s,0.824,31.16,1.84705,10.778
Kd 6s 6h,QcTs,0.766,33.23,2.3327,12.762
Kd 6s 6h,QcJs,0.818,34.66,2.57882,13.5278
Kd 6s 6h,Kc2c,0.802,78.11,50.8126,118.282
Kd 6s 6h,Kc3c,0.819,78.03,50.6367,117.981
Kd 6s 6h,Kc4c,0.846,78.01,50.5409,117.791
Kd 6s 6h,Kc5c,0.802,78.14,50.9414,118.536
Kd 6s 6h,Kc6c,0.739,98.22,174.736,323.476
Kd 6s 6h,Kc7c,0.762,79.31,54.539,125.026
Kd 6s 6h,Kc8c,0.755,79.44,54.1617,123.958
Kd 6s 6h,Kc9c,0.592,79.74,54.6966,124.709
Kd 6s 6h,KcTc,0.547,80.49,56.8724,128.476
Kd 6s 6h,KcJc,0.535,81.42,59.3588,132.552
Kd 6s 6h,KcQc,0.215,82.71,64.1285,140.964
Kd 6s 6h,Kc7d,0.067,79.41,55.515,127.109
Kd 6s 6h,Kc8d,0.405,79.53,54.6364,124.903
Kd 6s 6h,Kc9d,0.810,79.84,54.7218,124.623
Kd 6s 6h,KcTd,0.674,80.58,56.9704,128.551
Kd 6s 6h,KcJd,0.712,81.52,59.5034,132.708
Kd 6s 6h,KcQd,0.486,82.83,64.1858,140.894
Kd 6s 6h,Kc7h,0.067,79.34,54.5718,125.057
Kd 6s 6h,Kc8h,0.405,79.42,54.1033,123.866
Kd 6s 6h,Kc9h,0.810,79.72,54.4729,124.234
Kd 6s 6h,KcTh,0.674,80.44,56.5634,127.848
Kd 6s 6h,KcJh,0.712,81.39,59.042,131.902
Kd 6s 6h,KcQh,0.486,82.69,63.9261,140.564
Kd 6s 6h,Kc7s,0.067,79.34,54.5718,125.057
Kd 6s 6h,Kc8s,0.405,79.42,54.1033,123.866
Kd 6s 6h,Kc9s,0.810,79.72,54.4729,124.234
Kd 6s 6h,KcTs,0.674,80.44,56.5634,127.848
Kd 6s 6h,KcJs,0.712,81.39,59.042,131.902
Kd 6s 6h,KcQs,0.486,82.69,63.9261,140.564
Kd 6s 6h,Ac2c,0.698,42.71,3.77402,16.0651
Kd 6s 6h,Ac3c,0.735,42.82,3.68432,15.6451
Kd 6s 6h,Ac4c,0.638,42.98,3.68842,15.6025
Kd 6s 6h,Ac5c,0.564,43.31,4.0338,16.9326
Kd 6s 6h,Ac6c,0.686,93.88,136.612,264.573
Kd 6s 6h,Ac7c,0.657,44.14,4.93508,20.3298
Kd 6s 6h,Ac8c,0.722,44.95,5.80085,23.4619
Kd 6s 6h,Ac9c,0.781,46.15,6.92319,27.2728
Kd 6s 6h,AcTc,0.639,48.76,9.44292,35.2144
Kd 6s 6h,AcJc,0.670,50.77,11.7716,42.1549
Kd 6s 6h,Ac3d,0.192,42.82,3.67835,15.6198
Kd 6s 6h,Ac4d,0.517,42.99,3.6894,15.6042
Kd 6s 6h,Ac5d,0.710,43.33,4.05523,17.016
Kd 6s 6h,Ac6d,0.551,93.76,135.981,263.694
